job_id,job_title,job_ad_details,nation_short_desc,y_true,LLM_answer,Accuracy
74455681,global finance manager - manufacturing (station in china),"responsibilities: manage financial and management reporting, budget control, financial analysis, tax compliance and daily accounting operations of the finance team prepare financial simulation and analysis on different business scenarios for management review and business decisions provide finance advice and implement various financial and operational requirements to drive business improvement enhance and enrich existing financial and management reporting systems to support operational and strategic decision ensure compliance with all financial and regulatory requirements, including tax filings, audit requirements, and financial reporting standards handle ad hoc projects assigned by senior management requirements: bachelor's degree in finance, accounting or relevant field preferred minimum 8 years of accounting experience with regional/ global exposure acca/ hkicpa/ cpaa or equivalent qualification is a must good knowledge of prc accounting standards, tax laws and practices possess strong sense of responsibility and well organized as well as a good team player computer literate, well versed in ms excel, powerpoint & word, hands on experience in sap, oracle and d365 will be an asset good in communication skills and people management fluent english, cantonese and putonghua",hk,0-0-none-none,0-0-none-none,True
79005714,admin cum accounts assistant (training provided | accounting | administrative),"well established company basic $2300 - $2700 + aws + variable bonus excellent welfare and benefits + career progression working location: west working days: monday to friday working hours: 8.00am to 5.30pm training provided for those without/lesser experience job responsibilities: process and perform system entries for accounts receivable (ar) follow up with internal sales team & customers for missing documents & outstanding sales invoices generate monthly customers’ statement of accounts and prepare bank reconciliations handle customers' enquiries regarding billings and disputes handling support annual audit work and assist in preparing reports/schedules required ensure proper and systematic filling is done in a timely and accurate manner assist in daily operational purchasing activities which includes planning, processing and following up on purchase orders with the suppliers perform administrative and other ad-hoc duties as assigned job requirements: possess minimum nitec in accounting/lcci/cat/diploma in accountancy training provided for those without/lesser experience candidates are encouraged to apply this position via apply now button with the following information in the resume work experiences and job responsibilities current and expected salary reason for leaving date of availability education background we regret that only shortlisted candidates will be contacted. liong zhao guan (r22107632) ea recruitment pte ltd ea license no: 21c0492",sg,2300-2700-sgd-monthly,2300-2700-sgd-monthly,True
62415329,senior project planner,"welcome to planning, risk & integration management you'll be part of our international team, where you together with your colleagues, will contribute to the successful development and execution of our offshore wind project portfolio in the apac region. we're facing an increasing project pipeline and are reliant on specialists such as yourself. our team is excited about large scale projects and enjoy collaboration with skilled colleagues in an international, inclusive, and diverse environment. you'll play an important role in: building and maintaining the time schedule and human resources plan in our projects communicating schedule and hr progress, performance, and forecasts on a regular basis ensuring coordination and alignment, both internally across the project packages and with relevant external stakeholders preparing scenarios and performing various schedule analysis, e.g., critical path and float analysis supporting decision-making within the project management based on schedule insights and analyses. to succeed in the role, you : have substantial experience with planning the development or execution of large epc projects, preferably within the offshore or energy industry have experience with project planning in primavera p6, and can draw on experience, knowledge, and competences equivalent to pmi-sp have excellent communication skills in english, enabling you to present and communicate complex matters in a professional and straightforward way thrive in an international environment and possess interpersonal skills, enabling you to create good relationships with your stakeholders, also at distance have a proactive, structured, and analytical approach to your work and a good eye for detail hold a master's or bachelor's degree in engineering or an equivalent qualification. join a global leader in renewable energy ørsted is a growing green energy major and global leader in climate action. with us you'll play a part in driving change towards a green energy future. you'll grow your talent in a fast-paced and high-growth industry where you have plenty of opportunities to learn and develop through challenging assignments and industry-leading experts. here you can perform in a friendly work environment based on trust, respect, and collaboration. shape the future with us send your application to us no later than 21 august 2022. we'll be conducting interviews on a continuous basis and reserve the right to take down the advert when we have found the right candidate. please don't hesitate to contact talent acquisition operations my, talent acquisition consultant, on if you'd like to know more about the position. if you need to request any adjustments to working practices, working patterns, or the assessment or interview process we're happy to discuss alternative arrangements. we offer a flexible workplace, and in this position, you'll be working in a hybrid (home and office-working) set-up. please note that for your application to be taken into consideration, you must submit your application via our online career pages and answer the screening questions relevant for your country.",my,0-0-none-none,0-0-none-none,True
76979175,personal care assistant (pca),"position is located in bega nsw about the organisation we are a well-established nfp provider of aged care services. we are looking for a strong well balanced pca with experience/qualifications in a residential setting about the role you will be required to provide high quality care and support to meet the changing clinical needs of the residents. you will consult with residents and their families, management and other allied health professionals to ensure we provide holistic individualised care. remuneration: rotational roster with guaranteed access to penalty shifts at minimum $5000 in allowances per annum as per award base salary $61868 plus 11% superannuation access to salary packaging what can we expect from you? the successful applicant will hold relevant certifications in aged care and believes in the importance of developing deeper human connections with our residents and their families whilst delivering the optimum health care our ideal candidates will be able to demonstrate the following: empathy with and commitment to the needs of the aged and frail. excellent communication skills, written and oral. strong computer skills. understanding and demonstrated commitment to the “person centred model of care” experience in caring for older people an understanding of residential care services experience in assessment, monitoring and care planning in a community setting previous experience in a similar role vocational qualifications in disability, aged care, community services or similar or willingness to undertake previous experience with staff supervision planning and implementation skills. ability to work within a team environment as well as autonomously. conflict management and resilience skills all applicants must be willing to obtain a police clearance certificate to submit an application, click on the apply button below no agency applications please. due to the high response of these job ads, only short listed candidates will be contacted. additional information community owned and run organisation professional growth opportunities accommodation provided for eligible applicants",aus,61868-61868-aud-annual,61868-61868-aud-annual,True
62397334,automation engineer (full stack),"about the role build a rewarding career in an innovative and collaborative environment join a team of diverse professionals in an organization that prides itself on diversity of people and thought. work with a team that values collaboration and innovation & utilize your stakeholder management skills role location: solaris one building, makati and/or mdc 100 building, eastwood qc role type: full-time, permanent shift schedule: dayshift what will your day look like application development and support in a production environment providing solutions to the business that adds value, and delivers benefit by releasing capacity, eliminating process steps and or automate manual activities. manage identification of automation opportunities while ensuring overall consistency with the bank's technology strategy and architecture. improve and maintain performance of existing automation solutions along the dimensions of efficiency, control, fitness for purpose and ease of use. manage production outages for solutions supported by the team. manage an agile application development process. mentor and coach junior members on the team. perform design consultancy for other team members with a focus on risk mitigation and best practice design standards manage large projects independently, including stakeholder/scope/risk/issue/time/deliverables & financials. provide technical direction and thought leadership to solve problems and manage risk. what will you bring? to grow and be successful in this role you will ideally bring the following - a business or it professional with experience in using business acumen to define/deliver technology based solutions a strong knowledge and understanding of the scrum methodology and automation governance technical skills required: intermediate to expert proficiency in visual basic for applications intermediate proficiency in .net framework (c#, vb.net) and sql 3 years experience in building web applications following mvc framework intermediate proficiency in python intermediate knowledge on working with python libraries related to text classification, entity recognition, text summarization and ocr 1 year experience on rpa technologies preferably automation anywhere knowledge on apis is an advantage knowledge on react and node.js has high proficiency in problem solving, root cause analysis, defect management & resolution delivery experience with working in a core system production environment (understanding of risks, managing customer information) demonstrable openness to new ideas and innovation coupled with a desire to translate them into real business solutions tertiary qualifications in information technology preferred but not essential so, why join us? at anz, everything we do boils down to 'why' - our purpose - to shape a world where people and communities thrive. we're just as focused on seeing our people thrive as well as our customers. we'll give you every opportunity to develop your career. we are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy. a happy workplace is a thriving one. so in order to attract and keep the best talent, and say thanks for the hard work, we make sure all our employees are rewarded. we work flexibly at anz and encourage you to talk to us about how this role can be flexible for you and any adjustments you may require to our recruitment process or the role itself. if you are a candidate with a disability, let us know how we can provide you with additional support. to find out more about working at anz or to view other opportunities visit [link removed] you may apply for this role by visiting anz careers.",ph,0-0-none-none,0-0-none-none,True
76934299,技術維修員 - 5 天工作,"技術維修員 - 5 天工作 職責： 對機電設施進行日常維修和保養 維護庫存記錄和備件 協助工程人員計劃和安排設備維護活動 遵守公司及政府的安全指引 要求： 機械或電子工程高級文憑。 具設施系統進行維護維修保養經驗。 持有效電工a或b牌 福利 每星期5天, 需輪班,輪休 年終雙糧 全面醫療保障 加班津貼 有薪年假 專業培訓及晉升機會 免費交通 有興趣申請的應徵者請將個人履歷 (包括學歷、工作經驗、要求待遇及聯絡電話) 電郵至 [via apply now] 或 whatsapp bella yau +852 6896 5163",hk,0-0-none-none,0-0-none-none,True
76843397,project finance & project control manager,"a global water treatment epc firm is looking for a project finance and control manager in bangkok, thailand. the incumbent will be heavily involved in water treatment construction projects and be responsible for the management of finance and accounting activities for the engineering projects in thailand. base location: bangkok, thailand responsibilities: finance operations: produce and oversee accurate financial statements in accordance to thailand regulations and ifrs standard. manage all aspects of financial reporting and accounting systems, forecasts, cash budget control, accounts payable, invoices, payroll and tax provisions. work closely with project managers, operations and sales team for revenue forecasting, budgeting, cost estimation and cash control support management team in financial and risk evaluation ensure compliance with statutory board, local tax, internal control and qms processes project controlling: provide financial information and support to project team to help achieve financial goals for the company control monthly margin realization, monitor & support the estimate at completion change process, support project planning, and ensure that ifrs accounting guidelines are complied. serve as the main poc for all financial issues related to the project portfolio assessment of financial impact of risks and opportunities. proactively follow up on the project cash flow and gross margins requirements: degree in accounting, business, finance is preferred. engineering degree with relevant financial control experience can be considered too. professional accounting certification such as ca or cpa is preferred. 8+ years of relevant project finance and/or project control experience in epc industry strong command of english and thai participate in all phases of construction (end-to-end). if you are interested, please apply with your latest cv. only shortlisted candidates will be contacted.",th,0-0-none-none,0-0-none-none,True
71104935,mass hiring call center representative,"job opening mass hiring call center representative job industry telecommunications job type full-time experience level entry level date posted 2023-10-28 job location - baguio 2600 baguio city philippines company information neksjob corporation - we are driven by the innate desire to bring about change by encouraging out of the box solutions to well-worn path challenges at a cost-effective rate. we aim to bridge the gap between countries and cultures, distance and time zones, to bring the world closer through the help of emerging technology. job description duties/responsibilities: responsible for taking incoming calls or making outgoing calls for a business in a call center. these calls may be for a variety of situations, such as customer service, sales calls, product instructions, and billing inquiries. you may be responsible for taking orders, handling customer complaints, and answering questions from callers. why pick us? competitive salary exciting performance bonuses & account specific allowances career advancement opportunities promote within the company comprehensive healthcare benefits job qualifications what are we looking for? must be a high school graduate / senior high school graduate excellent communication skills and comprehension skills savvy in computer & internet navigation must be willing to work on site compensation 16000 compensation range ₱15,000 - ₱20,000",ph,16000-16000-php-monthly,15000-20000-php-monthly,False
78081533,senior process engineer - packaging (calendaring),"your new company you will be working for a global leading packaging manufacturer with a mission to provide sustainable solutions for everyday necessities. with an aggressive growth plan and the vision to become a better leader in their field, they are seeking an experienced process engineer to be based at their state-of-the-art manufacturing facility in rayong. your new role to optimise the process, providing stable and cost-effective operations. to manage the line to agreed output levels with a maximum conformance, to agree to delivery time and agreed quality standards and waste levels. lead the team to troubleshoot, establish the root causes of process issues and implement effective corrective and preventive actions lead the process engineering team to improve efficiency, waste, waste levels and productivity. to coordinate with the maintenance dept. to ensure that the machines are systematically maintained to maximum operational efficiency. to undertake an internal audit of the process in iso9001, ghps/haccp, brcgs and all other further systems, as requested. what you'll need to succeed bachelor's degree in engineering. at least 5 years work experience in the manufacturing field good at calendar manufacturing process and machine system. good command of spoken and written english. what you'll get in return be part of a company that's making a real impact on innovation. work in a dynamic environment that values your input and expertise. attractive salary and benefits package, including professional development opportunities. what you need to do now click ""apply now"" if you are interested in this role. for further details or a confidential discussion on the other opportunities in manufacturing & supply chain, please contact jiaranai (mai) at hays recruitment on 02 460 6450 or email at hays, we value diversity and are passionate about placing people in a role where they can flourish and succeed. we actively encourage people from diverse backgrounds to apply.",th,0-0-none-none,0-0-none-none,True
68453575,receptionist/administrator,"immediate start: 4 months mon to fri 8:30am to 5pm $25 to $30 p/hour about the role: manage front desk operations; receive visitors and act as liaison between them and appropriate person or department handle incoming calls, email enquiries, courier deliveries, and outgoing parcels provide administrative support, to include travel and pool car bookings, scanning and filing of documents, invoicing, and processing of documents for goods returned manage the meeting room booking system liaise with various internal departments, such as technical support, sales, engineering, production, and dispatch about you: proficient in the use of ms office, excel, and powerpoint minimum 2 years experience in reception/administration/customer service able to effectively manage multiple demands from internal and external parties excellent communication, organisational, and time management skills able to follow procedures accurately our client is a leading nz manufacturer of commercial ac and ventilation units. located in mangere, with easy access from the south western motorway, their large and busy warehouse is in need of a temporary receptionist/administrator to manage the visitor's reception desk. if you're looking for temporary work and meet the criteria for this position, please get in touch now.",nz,25-30-nzd-hourly,25-30-nzd-hourly,True
63580657,"customer service representative (eastwood, libis quezon city)","temporary wfh gy shift eastwood, libis quezon city you’ll be a crucial part of creating an awesome experience for our clients. in this role, you will manage projects that handle changes on websites, online listings, and any other technical support it may require. qualifications/skills required: impeccable english skills required strong ability to learn new technology and ramp-up quickly organization, attention to detail, problem solving, time-management skills efficient and flexible, and should work well with others in a fast-paced high-energy technical team environment tech savvy | curious to learn new tools | independent thinker | team player | motivated with an upbeat, positive attitude and great energy. 1 year of customer service skills preferred experience working with ticketing systems and/or project management software preferred ability to handle basic level escalations, but able to recognize when to escalate higher level problems to appropriate individuals must be amenable to work on a gy shift.",ph,0-0-none-none,0-0-none-none,True
78132617,customer service representative,"job opening customer service representative job industry telecommunications job type full-time experience level associate date posted 2023-09-28 job location 54 baguio 2600 car philippines company information foundever job description manage large amounts of incoming phone calls generate sales leads identify and assess customers' needs to achieve satisfaction build sustainable relationships and trust with customer accounts through open and interactive communication provide accurate, valid and complete information by using the right methods/tools meet personal/customer service team sales targets and call handling quotas handle customer complaints, provide appropriate solutions and alternatives within the time limits; follow up to ensure resolution keep records of customer interactions, process customer accounts and file documents job qualifications proven customer support experience or experience as a client service representative track record of over-achieving quota strong phone contact handling skills and active listening familiarity with crm systems and practices customer orientation and ability to adapt/respond to different types of characters excellent communication and presentation skills ability to multi-task, prioritize, and manage time effectively high school diploma compensation ₱4,375 compensation range ₱3,750 - ₱5,000",hk,3750-5000-hkd-weekly,3750-5000-php-weekly,False
75230560,grant-making (health) (senior officer to manager),"grant-making (health) (senior officer to manager) promising job opportunities in the non-profit sector vibrant platform for personal and professional growth institution offering extensive industry immersion experience about the client: we have been exclusively assigned to support hong kong's largest charitable foundation with identifying key talent to support the growth of their team. we are working across multiple role types and subject matter specialisms, you can access all roles by searching #purposeproject on our job search page. with their dedication to enhancing community well-being, they are currently in search of a skilled grant-making(senior officer to manager) talent to oversee and execute grant-making activities for the organization. main duties & responsibility: report to senior management, playing a vital role in assessing the merits, budget, and impact for grant applications. you will establish effective communication channels with project partners and prepare comprehensive approval documentation.you will contribute to conducting research to identify viable grant opportunities within the healthcare sector that align with the organization's mission and strategic objectives.your responsibilities will encompass: conduct research on social issues and community needs, including policy analysis and data evaluation efficiently manage the entire grant application process, coordinating and facilitating procedures, while consistently evaluating the progress and impact of funded projects conduct due diligence on potential grantees, ensuring compliance with relevant regulations and policies prepare detailed reports that outline the activities, outcomes, and overall impact of grants for stakeholders candidate profile: for candidates that are interested, it would be great if you have the following qualifications: bachelor's degree in a relevant field such as public health, social work, social sciences, or a related discipline possess a minimum of 5 years of professional experience, preferably with exposure to ngos, government, policy research, healthcare institutions, public or social service display a strong passion, drive, and career interest in philanthropy demonstrate exceptional written and verbal communication skills in english and chinese, with mandarin fluency being a valuable asset what to expect: our esteemed client offers a comprehensive compensation package, thereby enabling candidates to operate within a renowned organization. as candidates join the client's company, they will have the opportunity to integrate into a highly esteemed professional environment. interest & apply: advance your career to the next level with this unique opportunity in hong kong. interested individuals could click apply now and send your updated resume (in word format) to karl chow via. for further information. for other available opportunities, please visit #stayconnected #purposeproject",hk,0-0-none-none,0-0-none-none,True
78970505,sales assistant - grand senheng bukit mertajam,"description job description : • greet customers and ascertain what each customer wants or needs. • recommend, select, and help locate or obtain product based on customer needs and desires. • describe merchandise and explain use operation, and care of product to customers. • prepare copy of sales invoice or sales receipt for customer’s reference. • demonstrate use or operation of product. • help customers try on to ensure the product is in good condition and functional before purchase. • provide information about warranties, manufacturing specifications, care and maintenance of product and delivery options. • educate and inform customers about the benefits and features of the company’s products. benefit : • basic salary per month rm1500 • unlimited commission • monthly performance incentive • higher education allowance • internal promotion • staff voucher • group insurance coverage • medical and dental claim • socso and kwsp • annual dinner requirements : • minimum spm/skm certificate qualification and above. • experience in social media livestreaming, and able to produce short video. • self-motivated, target driven and passionate in the sales & services industry. • the right attitude and interest to learn & grow in the retail industry. • humble and willing to learn. • working experience will be an added advantage. please contact me at this number : mr. nazmi 013-5911800 tanggungjawab : • melayan pelanggan yang datang ke cawangan dan mengambil tahu apa yang setiap pelanggan mahu atau perlukan. • beri pandangan, pilih dan bantu mencari atau mendapatkan produk berdasarkan keperluan dan keinginan pelanggan. • terangkan barangan dan terangkan operasi penggunaan, dan penjagaan produk kepada pelanggan. • sediakan salinan invois jualan atau resit jualan untuk rujukan pelanggan. • tunjukkan penggunaan atau pengendalian produk. • bantu pelanggan mencuba produk untuk memastikan produk berada dalam keadaan baik dan berfungsi sebelum membeli. • menyediakan maklumat tentang jaminan, spesifikasi pembuatan, penjagaan dan penyelenggaraan produk dan pilihan penghantaran. • mendidik dan memaklumkan pelanggan tentang faedah dan ciri produk syarikat. faedah : • gaji pokok sebulan rm1500 • komisen tanpa had • insentif prestasi bulanan • elaun pendidikan tinggi • promosi dalaman • baucar kakitangan • perlindungan insurans kumpulan • tuntutan kesihatan (perubatan dan pergigian) • perkeso dan kwsp • makan malam tahunan keperluan: • kelayakan minimum sijil spm/skm dan ke atas. • berpengalaman dalam livestream media sosial, dan boleh menhasilkan video pendek. • bermotivasi diri, didorong sasaran dan bersemangat dalam industri jualan & perkhidmatan. • sikap dan minat yang betul untuk belajar & berkembang dalam industri peruncitan. • rendah hati dan bersedia untuk belajar. • calon yang ada pengalaman bekerja akan diutamakan. sila hubungi saya di nombor ini : encik nazmi 013-5911800 company senheng is one of the leading consumer electronics chain stores in the country. we operate over 100 stores spread throughout malaysia letting customers, like you, reach us wherever you may be. senheng was first established in 1989 and continuously strives towards its mission to create a better quality of living for customers, employees as well as the society. senheng, from a tiny consumer electronics half shop lot set up with stocks worth less than ringgit malaysia thirty thousands to the largest electronics chain store today with branches straddling the length and breadth of malaysia. we endeavour to be an employer of choice that attracts, retains and motivates talented and performance driven people to be part of our dynamic team. as part of our employee value proposition, we ensure that we fulfil aspects of work-life balance, staff engagement, positive working culture, leadership and career development for our employees. values: our mission is to create a better quality of living for you and us. therefore, we create and deliver these values to you. at senheng, we are proud of our three unique culture pillars that motivate our people to strive towards success: 1. dare to challenge 2. integrity 3. gratitude senheng beliefs: • by 2030 hit 5000 employees • by 2030 to have 20 ceo, 20 coo • by 2030 to contribute rm100m tax • by 2030 to share and care with 5000 sme in malaysia",my,1500-1500-myr-monthly,1500-1500-myr-monthly,True
74194121,devops engineer,"international fintech company is looking for a pioneering cloud devops engineer to drive innovation. your new company your new organisation is an international fintech company, specialising in asset management for several high nett worth individuals in the region. they are currently exploring a new opportunity to move some of their services over to blockchain and other digital platforms. with their current direction in digitalising their business, they need talented and forward-thinking individuals in the cloud and devops space to enhance their current and future setup. your new role as the first devops hire for the team, you will be playing a key role in working closely with the technology director to consult, strategise and implement the devops framework based off their current setup. you will need to be dynamic, forward-thinking and open-minded to play a massive part in ensuring success in this organisation. you must also be ready to get your hands dirty, as the organisation is on a journey to slowly build their abilities from the ground up. what you'll need to succeed hands-on experience and knowledge in any of the public clouds (aws, gcp or azure), but preferably aws. must have experience in automation via scripting or coding (java, python, bash, shell etc.) must have prior experience in software development/engineering. must have experience of building, designing and implementing ci/cd pipelines. having prior start-up experience, working in a lean set-up is a good-to-have what you'll get in return competitive remuneration and benefit package. opportunity to work in a hybrid working environment with an international team. opportunity to work on a fresh and new project in tech-forward spaces. what you need to do now i am sam, a consultant from hays technology, specialising in cloud, devops and database for kuala lumpur, helping tech professionals develop their careers and ensuring organisations are supported by top talent. my passion for this space stems from building a business on strong principles of customer service and delivery. if this opportunity excites you, i am also constantly speaking to other organisations who will have openings of a similar nature. your next steps to making sure that you're the first person that comes to my mind, is to reach me at +60 3-7890 6194 or send over the latest copy of your resume to my email at for further discussion on your hiring or job searching plans.",my,0-0-none-none,0-0-none-none,True
73808642,finance manager,"finance manager our client, a leading retailer, is seeking a finance manager to join their financial reporting team and play a key role in their oracle cloud transformation project. leading retailer reporting & analysis experience in using oracle cloud responsibilities: manage the financial and management reporting, budgeting, and forecasting at the group level review system setup, configuration, and testing results to ensure accuracy y and compliance provide hands-on support during the implementation rollout and training of end users manage ad hoc assignments and special projects as required requirements: degree holder in accountancy / finance or related disciplines member of hkicpa/acca or equivalent a minimum of 6 years post-qualification experience with exposure in the big four self-motivated, independent, and strong analytical skills familiarity with gaap and ifrs accounting standards excellent communication and reporting writing skills in both english and chinese well-versed in ms office and experience in using oracle cloud or cloud interested parties, please send your cv to ivy yeung for more details. for other available opportunities, please visit",hk,0-0-none-none,0-0-none-none,True
64233027,registrar / senior registrar,"background artscience museum is the cultural institution in singapore that explores the intersection between art, science, technology and culture. it is the cultural component of marina bay sands. since opening in february 2011, the museum has staged large-scale exhibitions by some of the world’s most famous artists, including leonardo da vinci; salvador dalí; andy warhol; vincent van gogh and m.c. escher. the museum has also commissioned new work as well as presenting significant exhibitions that explore aspects of science such as big data, particle physics, paleontology, marine biology and space exploration. the museum presents exhibitions and programmes about art and science using a combination of intellectual discussion, education, innovative design and interactive content. featuring 21 gallery spaces totaling nearly 5000m2, the architect-designed lotus-inspired building has played host to major international touring exhibitions from renowned museums and galleries around the world, including the british museum and the science museum in london; the american museum of natural history in new york; centre de cultura contemporània, barcelona; the ambrosiana, milan; the mori art museum, japan and many others. artscience museum also originates and produces exhibitions in-house and runs a full programme of education, events, activities and learning opportunities for a wide range of audiences. the exhibitions department at artscience museum is responsible for developing and implementing the programme of temporary and permanent exhibitions that reaches over 500,000 visitors annually. please refer to our website for more details about our exhibitions and our work. job scope the registrar/senior registrar at artscience museum will be responsible for effective exhibition and collection management practices that will include negotiation and procurement of art logistics/transport; insurance; packing and unpacking supervision; management of couriers and maintaining records of movement, storage, exhibition and location of artworks and artefacts in order to meet or exceed international standards relating to collections and exhibitions. summary of key responsibilities: coordinates with lenders (institutional and/or private) and manages loan requirements including environmental, security, showcase alarm systems, lighting and mounting methodologies. coordinates and manages all logistics for crating and shipping, locally and internationally, including insurance and tenders. oversees and documents loading and unloading of collections, artwork quarantine (if necessary), handling, packing, crating and installation of objects. work with curators, exhibition producers and exhibition design/build contractors on exhibition layout requirements. work with the senior conservator to monitor collection/exhibition whilst on display and completes weekly inspection reports. work with the senior conservator to maintain records, condition reports and documentation of all artworks/objects/artefacts in transit and on display at the museum including: visual examination, condition reporting and photographic documentation as necessary. updates the museum’s facility reports and annexes. prepares artworks/artefacts for exhibition and/or storage, working with curators, exhibition producers, senior conservator and contractors to agree mounting and demounting, labeling, packing and cleaning of artworks/artefacts. maintain storage facilities, manage space utilization and supervise storage reorganization as necessary. monitors environmental conditions for exhibitions galleries and storage facilities. leads collections/exhibitions emergency preparedness and recovery plan. manages budgets for collection/exhibition supplies, art handlers and shipping of objects. manages and supports the work, training and development of an assistant registrar. reviews and where necessary develops museum-wide systems and procedures for effective exhibitions management in consultation with the senior team. some experience of preparing and managing exhibition tours (outward). development: follow-up on tender and develops the collection/exhibition management system. updates collections management policies. manages improvements to collections/exhibitions housing and storage areas. job requirements qualifications and experience professional and motivated with at least four years’ working experience within a museum environment in a registrarial role or collection management. experience of museum collections management practice i.e. storage, conservation, packing, transportation / customs documentation etc. some experience of commissioning of artworks and exhibition design. a postgraduate degree, preferably in collections management or museum studies. additional formal qualifications in management or a field relevant to the museum’s areas of endeavor an advantage. experience of acting as a courier, with the potential to travel nationally and internationally. willingness to work flexibly. competencies excellent negotiation skills and a diplomatic approach to problem solving. able to initiate and maintain excellent relationships with artists, lenders, museums and institutions nationally and internationally as well as across the museum and marina bay sands. ability to manage multiple projects simultaneously. ability to work effectively under pressure. forward thinking with the ability to anticipate problems before they arise. strong teamwork and management skills. strong organisational skills and a meticulous attention to detail. it literate specifically windows applications. excellent spoken and written english, other languages an asset. you agree that it is a condition of employment that you adhere to and abide by all rules, regulations, policies and procedures including without limitation the rules of conduct of the company.",sg,0-0-none-none,0-0-none-none,True
73358877,improvement engineer (toyota production system) (307-natkrita),"job description: manage the enhancement of production efficiency at the corporate headquarters and strategize the improvement of production efficiency at the thai factory. conduct production efficiency management concepts and standards, coordinate training sessions on improvement methodologies, and facilitate case studies to strengthen improvement capabilities. develop and encourage the implementation of a company-wide improvement proposal mechanism, aiming for sustained enhancements and continuous improvement. support the manager in executing additional improvement initiatives, such as projects focused on cost reduction. qualification: bachelor's degree in engineer, business management, industrial management, or related fields. strong in in toyota production system (tps). knowledge of kaizen, lean, lost management, cost analysis, root cause analysis action, oee, ie technique, jit, and improvement activity. good communication in english interested candidates please send your update resume, current and expected salary with contact details to: manpowergroup thailand - eastern seaboard branch 44/59 room no.302 moo 11, t.nong-prue, a.banglamung chonburi 20150 contact khun natkrita taweerachanon (recruitment consultant) telephone no. 033-135014 ext.2405 or 081 104 9290 natkrita.t @ manpower.co.th manpower recruitment license no.chobor.03/2554 ref: bh45174",th,0-0-none-none,0-0-none-none,True
78411238,part-time teacher,"an early math enrichment school is seeking a part-time teacher to teach 4 to 6 years old preschoolers. responsibilities: • conduct the lesson at the preschools • marking books • guide the students in their classwork job requirements: • have experience managing young children • must be organized and patient. you may choose your preferred location(s) and require to travel to different preschools within the preferred work location(s). location: 1) sengkang 2) punggol 3) upper serangoon / hougang 4) bishan 5) upper thomson 6) jurong east 7) juong west 8) bukit batok 9) bukit panjang 10) ubi - teaching hours 2.5 to 3 hrs per day between 3pm and 630pm on weekdays. summary of role requirements: looking for candidates available to work: monday: afternoon, evening tuesday: afternoon, evening wednesday: afternoon, evening thursday: afternoon, evening friday: afternoon, evening 1 year of relevant work experience required for this role working rights required for this role expected salary: $500 - $800 per month",sg,500-800-sgd-monthly,500-800-sgd-monthly,True
78987295,accounts officer (up $3200/ west/ 5 days / ar & ap ) - cw8,"salary: $625 - $800 5 working days (monday to friday) 9am to 6pm location: west job responsibilities: handle day to day ar transaction prepares, posts, verifies, and records customer payments and transactions related to accounts receivable creates debit notes according to company practices maintains and updates customer files, including terms, limits, name or address changes, mergers, or mailing attentions prepare customer statement of accounts applicants who possess relevant experience for the above responsibilities are most welcome to apply. if you do not possess the above experience, your application will still be considered on individual merits and you may be contacted for other opportunities. please submit your updated resume in ms words format by using the apply now button or 69028743. by submitting your personal data and/or resume, you give consent to collection, use and disclosure of your personal data and/or resume by the company (or its agent) for the purpose of the processing and administration by the company relating to this job application. **we regret to inform that only shortlisted candidates would be notified. chong wei lian (william) registration number: r23115965 ea licence no: 06c2859 (mci career services pte ltd)",hk,625-800-hkd-weekly,625-800-hkd-monthly,False
63512455,"executive, technical services (m&e facilities) (based in singapore)","the role you will ensure that the m&e systems in all buildings are in good order and you will provide maintenance and engineering support to a portfolio of properties. you will also manage tenants' requests for m&e services and assist in overseeing all m&e upgrading projects. you would be involved in implementing sustainability related initiatives. job responsibilities implement preventive maintenance programs for all m&e systems. procure service contracts and liaise with relevant service providers to implement rectification works. investigate latent defects issues, review and challenge technical recommendations and solutions from the service providers or outsourced contractors on any technical matters, capex works manage tenants' requests for m&e services and assist in overseeing all m&e upgrading projects. plan, control, organise and monitor all property m&e operations to ensure that they are consistent with the asset objectives and standards of accreditation or regulatory agencies, including compliance with building safety requirements and standards. propose, plan, coordinate capital asset enhancement/upgrade projects, and tenant improvement works. supports the budgeting process and tracks the cost controlling of expenses. prepares and analyse cost and variances for monthly management reporting. compile and trend portfolio sustainability related performance. job requirements possess a degree in mechanical, electrical engineering or a related engineering discipline. at least 2 years of relevant experiences possess sound knowledge in tenant management, building maintenance, technical services and construction work. experience in building automation system would be an added advantage. proficient in ms office applications (word, powerpoint and excel). experience working with sap will be an added advantage. certification as a fire safety manager will be an added advantage. possess good interpersonal and problem-solving skills, and be able to work well in a fast-paced environment. willing to travel will be an advantage interested applicants, please submit your resume online via apply now . (we regret that only shortlisted candidates will be notified. mapletree investments pte ltd shall not be responsible or liable to any recruitment firm or agency in connection with the receipt of any unsolicited information on any prospective candidate.)",sg,0-0-none-none,0-0-none-none,True
