id,job_ad,y_true
80329911,"job title: site reliability engineer (splunk) | wfh setup!* abstract: this position will function as a site reliability engineer (sre) that will collaborate with product teams, infrastructure smes, devops engineers employer: kmc solutions location: - highlights: be a pioneering team member in manila, join a global company!, work-from-home setup contents: make your next big career move by applying as kmc solutionsâ€™ next observability engineer the position of observability engineer will report to the manager of enterprise observability and proactive monitoring in pilot companyâ€™s information technology shared services group. the purpose of this role is to work with existing and new software product development teams to instrument end-to-end observability and visibility for business-critical systems with log ingestion, metrics, and traces. this position will function as a site reliability engineer (sre) that will collaborate with product teams, infrastructure smes, devops engineers, and the proactive monitoring team to provide unique dashboards of germane service level analytics for various product stakeholders. on top of your salary, here are the exciting benefits you can look forward to: â€¢ health insurance/hmo â€¢ enjoy unlimited madmax coffee â€¢ diverse learning & growth opportunities â€¢ accessible cloud hr platform (sprout) â€¢ above standard leaves the main responsibilities of a observability engineer include: work closely with software product development teams (itso, product owner, sme) to implement monitoring & observability instrumentation within their platforms., drive adoption of best practices in monitoring, alerting, automation, and site reliability., lead/contribute to engineering efforts from design to implementation focusing on instrumentation of logs, metrics, and traces., drive use of automation in software instrumentation as well as in response to service degradation events., identify and execute on opportunities to implement instrumentation in pre-production environments., proactively pursue continuous improvement and expansion in observability coverage, service reliability best practices, incident management, and problem management.. to apply, you must be an expert on the following requirements: advanced splunk experience and technical proficiency required. , computer science degree preferred, 5+ years it related experience, preferably in devops, sys admin, and/or developer role., 3+ years cumulative experience in the following technologies: splunk/itsi, aws cloudwatch, apm (appdynamics), solarwinds, grafana, prometheus, or similar. , 2+ years experience in service oriented architecture (soa), microservices, and/or api network design paradigm., working knowledge of software development using modern programming languages such as c#/vb (.net core), python, go, etc..., working knowledge of network protocols/technology, databases, and application servers and their roles in service delivery., experience using cloud native technologies (kubernetes, open telemetry, github, etc ..) in a production environment.. competencies must possess a deep desire to innovate and improve both the quality of it services as well as service management practices., ability to work both independently and in a team setting (agile scrum)., must possess above average written and verbal communication skills..",remote
80111543,"job title: campaigns and digital coordinator abstract: are you passionate about communication strategies, digital platforms and stakeholder engagement? join the team and make a difference in health! employer: the pharmacy guild of australia - national secretariat location: canberra highlights: make a difference! join a leading community health focused organisation., fantastic team and culture, balanced approach to flexibility and fun at work. contents: about us!at the pharmacy guild of australia (the guild), we are a member organisation representing the owners of community pharmacies. our members form a unique network of trusted healthcare professionals across australia. we are committed to offering our staff a supportive, flexible, and rewarding working environment and conditions. the guild team is incredibly welcoming and generous with knowledge sharing â€“ we want you to feel a part of the guild family as soon as you walk in the door! we embrace all people, and you can feel comfortable to be yourself with us. we invest in the development of our people through a focus on professional development and exposure as well as opportunities for growth. we care about where youâ€™re going and are keen to help you get there. about the role!the campaigns and digital coordinator plays a pivotal role in achieving the guildâ€™s digital media and marketing goals, reaching target audiences effectively, and ensuring the success of online campaigns. your expertise in digital channels and data-driven decision-making is essential for driving brand awareness, stakeholder/member engagement, and achieving campaign objectives. this role is dynamic and requires a blend of creativity, analytical thinking, and strategic planning. this role is a full-time, ongoing opportunity and is based at the guildâ€™s national secretariat in canberra. about you!you are someone who wants to make a difference with their work. someone who loves being organised and gets excited about communications! you will bring your can-do approach and opportunity mindset across a range of communication focused activities., your design skills shine through and your ability to craft content and images across different channels is a key strength!, you will be excited to gain exposure to areas that improve the health outcomes of australians and to know that you are making a real difference. your ability to nurture excellent relationships through collaboration and consultation will be highly valued., your experience in a similar role will set you up for success. we are interested in how your working experience and your skills will set you apart for this role.. apply now!to join our team, please send a cover letter telling us why this role is for you and the value youâ€™d add to the team along with your resume to: applications are now welcome and are planned to close by cob thursday 21 november 2024. pharmacy guild values workplace diversity and is committed to providing a supportive, inclusive and respectful work environment. we welcome applications from people of all abilities, backgrounds and life experiences and including applications from indigenous australians, people with a disability, people from culturally and linguistically diverse backgrounds, mature-age people and so on. should you require special assistance through any stage of the selection process, please contact the people and culture team. ---------------------------- excerpt from the pd for more role information:the role responsibilities of the campaigns coordinator and digital include: assist in the planning and execution of digital marketing campaigns: this includes web, seo/sem, email, social media, and display advertising campaigns. , maintain social media presence: assist in the growth of the brandâ€™s presence across all digital channels. , measure and report performance: track the performance of all digital marketing campaigns and assess against goals (reach and kpis). , identify trends and insights: optimise spend and performance based on these insights. , collaborate with nat sec and branch teams: work with teams to create landing pages and optimize user experience. , evaluate emerging technologies: provide thought leadership and perspective for adoption where appropriate. . role specific capabilities the following work experience / knowledge would be desirable / is required: several years of experience in digital marketing, campaign coordination, or related roles, including a track record of successful campaign execution. , proficiency in digital marketing channels, including social media, email marketing, advertising, and content marketing. , familiarity with digital marketing tools and platforms, including advertising platforms (e.g., google ads, facebook ads), marketing automation tools, and analytics software. . this position requires skills and competencies in the following areas: demonstrated ability to implement tasks with a high level of accuracy. , critical thinking and effective communication skills. , strong data analysis skills to interpret campaign performance metrics and derive actionable insights. , ability to brainstorm new, creative and innovative growth strategies , strong time management and prioritisation skills. , high level stakeholder engagement and collaboration expertise, both internal and external .",onsite
79897328,"job title: dental assistant/receptionist abstract: looking for an enthusiastic team player to be part of a ethical team of dental professionals employer: garden haven dental location: albertpark highlights: contents: garden haven dental is an innovative clinic in albert park, geared towards relaxation based methods to bring enjoyment to patients' experience. we cover all aspects of general dentistry, aesthetic dentistry, orthodontics and implant dentistry. our motto is to revitalise, enhance and preserve oral health in a relaxed state. this is a part time position for 2 full days a week: mondays and fridays we are looking for someone who: is self-motivated, energetic and has good values and work ethics, is a key team player and works well with others, and , has pleasant phone mannerism. key duties include, but are not limited to: chair side assisting and sterilisation, reception booking and processing payments, general cleaning duties, ordering. a certificate iii in dental assisting is preferred, but not essential. if your aim is to join a quality, ethical team, where your participation makes a difference, we will be pleased to receive your application. please apply by sending a cover letter and cv.",onsite
79627400,"job title: trainee finance business partner #1076-4 abstract: trainee finance business partner supports financial reporting, expenditure analysis, and compliance in corporate services, assisting the cfo and team. employer: startts location: carramar highlights: contents: do you want to work in one of australiaâ€™s leading organisations providing treatment and rehabilitation to torture and trauma survivors; thatâ€™s quality focused, diverse & committed to making a difference in the lives of vulnerable people in communities? come & join us! the organisation""startts is a not-for-profit affiliated health organisation focused on providing a broad range of services to refugees in nsw. the focus of startts approach is on building capacity and empowering people and communities to take control over their own lives, using a strengths-based approach and building on individual, family, community and cultural strengths."" the rolethe position of trainee finance business partner (tfbp) operates within the finance team, reporting to the chief financial officer (cfo) and working alongside other finance business partnerâ€™s and payroll manager. the role is responsible for providing day-to-day business support and, accounting and financial services to the organisation with a particular focus on the corporate services area. this includes: assisting with completing the monthly financial reporting process for delegated business areas. , review and analysis of expenditure to ensure compliance with established policies and procedures. , partnering with costs centre managers and budget holders to ensure spending aligns with budget. , assisting in the implementation of new financial procedures and policies. , fulfilling end to end processing of accounts receivable and payable functions. , assisting in the implementation of australian accounting standards board (aasb) and international financial reporting standards (ifrs) accounting standards as required. , other projects and tasks delegated by the cfo and senior financial business partner (sfbp).. perks and benefitsemployment with attractive leave entitlements including 14 weeks paid parental leave, 4 weeks annual., leave and paid accrued day off (ado) (full-time employees only) and other entitlements., salary packaging options that reduce your taxable income and increase your take-home pay., great education opportunities through our training department., access to our employee assistance program (eap) for staff and family members., discounted gym memberships with a fitness passport., flexible hybrid work.. position no: 1076-4 closing date: friday 1 november 2024 enquiries: faizal laxmidhar: on (02) 9646 6700 work type: full-time; 38 hours per week. contract up to 31 october 2025 (continuation subject to ongoing funding) location: carramar salary: health manager level 1. vaccination requirement: category b skills and qualifications required essential:relevant tertiary qualification in accounting and/or be a part qualified accountant., demonstrated hands-on experience and achievements in a similar role, performing core aspects of the finance function such as bank reconciliation, accounts payable, month end processes and analysis., demonstrated, prior experience of working in an accounting team., demonstrated competence in financial and microsoft office systems especially intermediate to advanced skills in excel., demonstrated analytical thinking, problem solving and decision-making skills., ability to meet tight deadlines in a small team environment., demonstrated ability to work collaboratively with a variety of internal and external stakeholders and maintaining professional relationships., excellent communication skills (verbal and written) including interpersonal capabilities in a multicultural environment.. desirable criteria:hands-on experience in accounts payable and receivable and tasks in a not-for-profit organisation., demonstrated experience of working in an environment dealing with grants and external project funding.. *this position is not considered child-related employment and will require a national police check. vaccination requirements **this role is a category b role. while it is strongly recommended that category b workers be vaccinated for covid-19, influenza, and other transmissible diseases, it is not mandatory to have these vaccinations. should you be unable to comply with the vaccination recommendations before your commencement date, it will not affect your offer of employment. how to apply to be considered for this position, please ensure you address the selection criteria as thoroughly as possible. 1. complete a 2. write a statement against the selection criteria outlining how you meet the selection criteria (see the guide â€œhow to apply for a job at starttsâ€) 3. submit an up-to-date curriculum vitae (cv) 4. provide copies of relevant qualifications if applicable (overseas qualification must be assessed by an appropriate australian body to be considered) 5. statements of service from previous relevant roles (if applicable, please ask us for a sample) 6. a cover letter is optional. 7. email your application and supporting documents to:",hybrid
79693151,"job title: property sales associate abstract: kick start your career in residential sales and real estate, and support aveo retirement living communities in northern beaches, nsw employer: aveo location: bayview highlights: 2 additional 'all about me' leave days per calendar year, attractive bonus scheme, flexible working arrangements contents: do you love to build genuine connections, nurture belonging and enhance life? at aveo, you can do just that and more. join us and feel confident to embrace new challenges in our supportive culture. bring your whole-self to work, grow as you learn new things and be rewarded through the joy of helping others. together let's redefine retirement living for senior australians. the opportunity reporting to the state sales manager and supporting the sales manager, you'll be responsible for the efficient and effective functioning of the sales operations in northern beaches. you'll ensure a professional image is upheld in relation to the office, as well as during interactions with potential buyers and outgoing residents and their representatives. you will have an exceptional marketing team and contact centre providing leads for the sales team, mobile phone and computer will be provided. what you'll bring current real estate certificate (desired), retirement industry experience advantageous, strong administrative skills and high attention to detail is essential, proficient in microsoft suite, database management (crm system) and outlook, empathy with elderly people and ability to work as part of a caring team, excellent people and communication skills, professional telephone manner, understanding of legal process/settlement procedures, good presentation, flexibility with time worked when necessary to fully satisfy prospective clients' needs. what we offer travel allowance, flexible working arrangements, attractive bonus scheme, 2 additional 'all about me' leave days per calendar year, ability to purchase additional annual leave, up to 12 weeks paid parental leave, opportunities for further career development. who we are as a leader in retirement living, with 30 years' experience, aveo provides the stability and confidence to try new things and keep innovating. owned by brookfield asset management, we're on an exciting journey of growth. our in-house range of services is holistic, supporting our customers in their independence for as long as possible. this helps us deliver seamless experience for our 12,000 residents across 90+ diverse communities nationwide. we're a dedicated group of over 1900 caring, friendly team members; united with our core values; kindness, care and respect. together we create thriving communities that help retired australians be their best selves. what's next? apply now and take to first step in bringing your passion to life! we are ready to welcome you. aveo is an equal employment opportunity employer, with a focus on hiring great people regardless of their race, gender identity, nationality, ethnic origin, background, religion, age, or sexual orientation. we treasure skills, expertise, and commitment. our goal is to attract, develop, motivate, reward, and retain the best talent in the industry. diversity is essential to our success; we are committed to building an inclusive workspace where all our people feel comfortable being their authentic selves, and embraced for who they are.",hybrid
80108709,"job title: developer abstract: experienced developer needed to maintain an online educational platform. employer: my free course location: - highlights: contents: about the rolewe are seeking a full-time skilled and experienced react and typescript developer to join our dynamic team. the ideal candidate will have a strong background in front-end development, with expertise in react and typescript, and experience working with api integrations and zapier. key responsibilitiesdevelop and maintain high-quality, scalable web applications using react and typescript, integrate and consume various apis to enhance application functionality, collaborate with cross-functional teams to design and implement new features, optimize application performance and responsiveness, implement and maintain zapier integrations for workflow automation, write clean, maintainable, and well-documented code, participate in code reviews and contribute to best practices, troubleshoot and debug issues in existing applications. required skills and qualificationsproven experience with react.js and its core principles, strong proficiency in typescript and modern javascript (es6+), excellent knowledge of html5 and css3, experience working with restful apis and integrating third-party services, familiarity with zapier and its integration capabilities, solid understanding of responsive design and cross-browser compatibility, version control with git, bachelor's degree in computer science, software engineering, or related field (or equivalent work experience). additional desired skillsexperience with state management libraries (e.g., redux, mobx), knowledge of server-side rendering and next.js, understanding of ci/cd pipelines and devops practices, experience with unit testing frameworks (e.g., jest, react testing library), knowledge of ui/ux design principles, familiarity with agile development methodologies, experience with cloud platforms (e.g., aws, azure, or google cloud). personal qualitiesmust be fluent in both spoken and written english (to a very high level), strong problem-solving skills and attention to detail, excellent communication and teamwork abilities, self-motivated and able to work independently when required, passion for staying updated with the latest web development trends and technologies, ability to manage multiple projects and prioritize tasks effectively. minimum infrastructure requirementsinternet speed: minimum 30 mbps., computer: minimum windows 10 with 8 gb ram., . what we offercompetitive salary commensurate with experience, full-time, flexible, fully remote work environment with a supportive and collaborative international team., opportunity to shape the future of online education, collaborative and innovative team culture, professional development opportunities, 25 paid annual leave days, and 1 birthday leave., health contribution., annual meetup - offline., professional development opportunities.. job type: fixed-term contract contract length: 6 months - will be renewed with performance review result pay: tbc paid in gbp. starting salary offered based on experience at induction. reviewed after a 3 month trial period based on performance. additional pay: performance bonus. benefits: 25 annual leave days, 1 birthday leave, bereavement leave, company events, private dental contribution, private medical contribution. schedule: 8 hour working shift, 7:30 am-4:30 pm uk (including one hour break), monday to friday. education: computer science degree or relevant experience . experience: previous developer experience: 5 years+. licence/certification: passport (preferred). work location: remote application deadline: on going expected start date: to be confirmed all candidates will be required to complete an english assessment and developer competency test. candid dates must score 70%+ to be interviewed. if you're ready to make a significant impact in the world of online education and have the skills to create exceptional user experiences, we want to hear from you!",remote
79748207,"job title: crew cab / roller driver / general hand abstract: bitutek pty ltd are seeking roller operators/ crew cab driver/general hand for our bitumen spray/seal crew. employer: bitutek pty ltd location: upperswan highlights: statewide travel to multiple sites, exposure to a wide variety of major projects, opportunity for advancement within the company contents: bitutek pty ltd is a privately owned western australian company based in perth. our contracting division consists of multiple sealing crews that undertake works across western australia. typical works include large construction projects, mine haul roads, mrwa reseal contracts, airport runways and small or large civil jobs. undertaking works in various locations provides an opportunity for those who enjoy travel to see and experience the total state of western australia and provides an ever-changing working landscape. we are committed to providing a high standard of safety and service for the supply, delivery and application of bituminous products to meet our objectives and targets aligning with customer expectations. bitutek pty ltd is currently seeking personnel for a range of full time and casual positions within the contracting division including: crew cab/roller operator/general hand required prerequisites: hold a current mr licence as minimum , have a right to work in australia, experience as a roller operator desirable but not essential., pass a drivers medical for fitness to work, pass drug & alcohol screens, show a positive attitude towards safety, able to work away from home on a regular basis, hard working, reliable. previous experience within the road surfacing industry would be advantageous however but not essential as training will be provided to the successful applicant(s). an attractive remuneration package will be available to the successful applicant. please email a current resumeâ€™ detailing your experience to or if you wish to discuss the roles in more detail you can contact chris paton on only persons that are shortlisted shall be contacted for interview.",onsite
80402681,"job title: advertising account manager abstract: you will play a key role in the execution of the sales strategy of microsoft advertisingâ€™s display, native, ctv and gaming solutions.â employer: microsoft location: sydney highlights: maximise your potential. up to $5k of business-related education + study leave., give back to your community with three days of volunteer leave., great team and amazing culture await. contents: overview microsoft advertising (msa) empowers the largest advertisers around the world to reach their maximum potential through digital advertising solutions on the microsoft advertising platform. we are seeking a top performing account manager with digital advertising experience who can drive revenue and increase customer satisfaction by developing and cultivating strategic client relationships and delivering customized solutions aligning to the clientâ€™s advertising needs. in alignment with our microsoft values, we are committed to cultivating an inclusive work environment for all employees to positivelyâ€¯impactâ€¯our culture every day. as an account manager (am), you will enable microsoft to better serve clients by applying curiosity to what clients care about and need, ensuring our microsoft advertising story is valued and understood and building and maintaining strong trusted-advisor relationships with day-to-day contacts at advertiser/agency. you will play a key role in the execution of the sales strategy of microsoft advertisingâ€™s display, native, ctv and gaming solutions. this opportunity will allow you to drive both revenue and client satisfaction with a focus on msaâ€™s media & adtech solutions through the microsoft advertising platform, as well as programmatic dsp and curation opportunities. you will be a core member of the account team focused on driving data-driven optimisations aligned with client needs, executing campaigns, and driving strong coordination or internal resources for excellence in execution and client account health. microsoftâ€™s mission is to empower every person and every organization on the planet to achieve more. as employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. role based in sydney qualifications required/minimum qualifications (rqs/mqs) 3+ years partner management, sales, business development, platform ecosystem/network, or partner channel development in the media or technology industry , or bachelor's degree in sales, marketing or related field and 2+ years partner management, sales, business development, platform ecosystem/network, or partner channel development in the technology industry , or equivalent experience . additional or preferred qualifications (pqs) account management experience across a managed and scaled book of business with problem-solving and analytical skills. , proven track record of effective performance, exceeding sales targets, high productivity, and meeting deadlines , extensive knowledge of digital media across native, display, video and programmatic advertising including some combination of sales, operations, service and / or sales excellence. . role based in sydney responsibilities as part of your account planning & management activities you will partner with other members of the team, including account executives (aes), to develop and execute account plans, leveraging winning salesâ€¯strategies replicated across clients and clientâ€¯types.â€‹ , you will learnâ€¯about the clientâ€™sâ€¯business drivers,â€¯compelling events, seasonality of businessâ€¯toâ€¯identify opportunities to optimiseâ€¯client engagement. , as part of client engagement activities, you will influence existing digital buying agencies and advertisers, leading withâ€¯insights and data and tailor content and messagesâ€¯about ways to grow and optimise campaigns toâ€¯increase business results. , you will optimize the existing bookâ€¯of client business to achieveâ€¯sales targets and deliver excellent sales hygiene, consistently execute againstâ€¯pipeline, opportunity management, and revenueâ€¯goals. uses a solution selling mindset to identify across microsoft opportunities that deliver end-to-end beneficial client outcomes as well as bring the best resources to overcome blockers and ensure success. , you will maintain a positiveâ€¯approach during difficult objections & negotiations and â€‹demonstrate expertise in msaâ€™sâ€¯features and incentives. able to upsell and increase consumptionâ€¯of existing products, identify winning salesâ€¯strategies, package them for efficiency and replicateâ€¯them across similar client types. , embody ourâ€¯cultureâ€¯andâ€¯values. . benefits/perks listed below may vary depending on the nature of your employment with microsoft and the country where you work. industry leading healthcare, educational resources, discounts on products and services, savings and investments, maternity and paternity leave, generous time away, giving programs, opportunities to network and connect.",onsite
79819451,"job title: administration clerk abstract: cgs currently has on offer an administration clerk position at our emerald branch with negotiable hours for the right candidate. employer: cotton growers services pty ltd location: emerald highlights: contents: administration clerk - cgs emerald cotton growers services (cgs) is a well established and successful company with over 40 yearâ€™s experience in the supply of agronomic services to our customers. with a clear focus on the cropping industry, and with the support of major multinational crop protection companies, we are committed to offer new skills and technologies to this demanding market. cgs operates through 12 branches located in all major cotton growing regions of australia. cgs currently has on offer an administration clerk position at our emerald branch. this position is offered as full time, however, we are happy to negotiate hours for the right candidate. the primary role of the administration clerk is office reception and sales/accounts processing, as well as general office duties. applicants should have strong general clerical experience, good communication skills and computer literacy. experience in stock control and knowledge of the agricultural industry would be an advantage. remuneration will be based on the successful applicantâ€™s abilities and experience. applications will close on tuesday 12th november 2024. all applications will be treated with the strictest confidence. please reply in writing to: human resources cotton growers services pty ltd 52 boolcarrol road wee waa, nsw 2388 or email to:",onsite
79845979,"job title: business services manager abstract: hugely rewarding role with plenty of progression and an exceptional mentor to get you to partner. a growing network with a friendly professional feel employer: hamilton york location: sydney highlights: leadership role in growing australian network, continuous development / training and career path, work from home and office - bonus paid in addition to generous salary contents: the firm this is one of the cityâ€™s premier accounting businesses, continuously re- inventing itself to stay relevant in todayâ€™s rapidly changing marketplace and staying abreast of acute developments and nuances in its clients make up and adapting to business in a growing technological and digital environment. these are business advisors and accountants who are widely considered as a proactive and forward-thinking network of accountants with advisory services forming the core of their modern practice. the position this manager position will incorporate a mix of advisory work and staff management as well as business development, dependent on the individual. contributing to the provision of an excellent service to a diverse range of clients, providing support to managers and partners, and supervising junior staff reporting to managers and partners and taking responsibility for completing tasks accurately, to deadline and liaising with the client in line with the client charter., acting as a client supervisor in relation to appropriate clients and/or their engagements., undertaking networking and business development activities, providing immediate advice, guidance or instruction to a team of employees (typically 3-6 staff)., supervising a client fee load in the order of $850,000, gaining new work from existing or new clients where possible., manage and be involved in the preparation of detailed management accounts which need to be prepared within tight reporting deadlines., liaising with client and their staff on a daily basis on financial matters, especially for those for whom we act as their outsourced finance team, be involved in the detailed preparation only of complex or larger business accounts from the client's detailed or incomplete records using the firm's accounting software;, review accounts and working papers to an extent appropriate to the complexity of the engagement, review business related personal and partnership tax returns and interpret the results for the client, prepare more complex corporation tax returns and review the work of junior staff, prepare/amend and/or approve letters and emails relating to more complex issues, prepare replies to more complex client or third party correspondence, seeking further input as appropriate. about you ca/cpa qualified with experience working in a public practice environment, a minimum of 5 years practice exposure, experience in accounts preparation, management accounts and a wide exposure to taxation compliance and advisory (gst, fbt, div 7 a, cgt etc). to apply if you are interested in this position, please click apply. if you would benefit from a confidential discussion before applying, please call mark davis on 02 9053 8999 or or can be contacted by emailing hamilton york is an independent australian specialist financial recruitment practice. we are passionate about the talent we represent, partnering with australiaâ€™s most prestigious and ambitious companies. if this position is not suitable, please call us on 02 9053 8999 or or email to discuss a range of other opportunities or for a general discussion and preparation for the next successful stage in your career.",hybrid
79564199,"job title: bookkeeper | part-time abstract: seeking a detail-oriented bookkeeper for our boutique brisbane real estate agency. employer: hamish bowman properties location: eastbrisbane highlights: contents: bookkeper required for well regarded boutique real estate agency in brisbane. the candidate must have experience reconciling trust accounts and having familiarity with realworks and agentbox would be of an advantage. the candidate may work from home but ideally would come to the office once a week. the hours required would be approximately 10 hours per week but it would vary. for more information about the position, please contact the hr manager on .",hybrid
79585568,"job title: office & hr administration manager abstract: we are looking for a motivated individual who is eager to contribute to our hr team and support our organization in achieving its hr goals employer: on group australia location: broadmeadows highlights: investment in learning & development for professional growth., an opportunity to leave your mark on a dynamic organisation, collaborative working environment where teamwork is valued contents: about the role as the office & hr administration manager you will be responsible for overseeing the day-to-day administrative operations of our broadmeadows office, as well as providing hr support to our growing team. this full-time position is crucial in ensuring the smooth running of our business and supporting our valued employees. what you'll be doing managing the office, including ordering supplies, overseeing facilities maintenance, and liaising with vendors, providing hr support, such as onboarding new hires, managing employee records, and assisting with hr projects and initiatives., coordinating and scheduling meetings, events, and travel arrangements, serving as the main point of contact for employee inquiries and concerns, implementing and maintaining office policies and procedures, supporting the leadership team with various administrative tasks. what we're looking for proven experience in office management or a similar administrative role, strong hr knowledge and the ability to handle confidential employee information, excellent organisational and multitasking skills with attention to detail, proficiency in microsoft office suite and other office software, exceptional communication and interpersonal skills, a proactive, customer-focused approach and the ability to work independently. what we offer our client, values their employees and strives to provide a supportive and rewarding work environment. in addition to a competitive salary, you'll enjoy benefits such as professional development opportunities, flexible working arrangements, and a comprehensive health and wellbeing program. about our client our client is an independent, family-owned australian business that has been in the market for over 35 years. they are a trusted supplier of commercial building services supplies, with offices and distribution centers nationwide.",onsite
79648494,"job title: senior health and safety administrator / coordinator abstract: take the next step with your career on this exciting energy project. employer: nes fircroft location: melbourne highlights: work from home - high level of flexibility, work on a major energy project, monday to friday - 40 hours per week with some work from home contents: on offer is a great opportunity to join a global energy business and for you to play a key role on a major energy project working from the company's corporate office in melbourne. you will be reporting to a highly respected health and safety manager and be joining an employer renowned for looking after their staff. a competitive hourly rate is on offer and permanent, full time hours provided. key duties of this role include: - managing day to day administrative duties relating to ohs matters; - analysing hse reports; - regulatory and jv reporting; - general administrative duties hser management system - extracting data from the hser management system on request - compiling project safety reports and related documentation. to be considered, you will need to demonstrate a minimum of three years experience working in an ohs administration or coordinator role - ideally within the construction, mining or energy industries. you will be an excellent communicator and be well versed with operating microsoft software systems as well as having a great attention to detail. we are seeking a team player who has shown loyalty to past employers.",hybrid
80390534,"job title: copywriter abstract: we're recruiting an experienced copywriter who we can train to be a digital pr. you'll create newsworthy stories and pitch them to journalists. employer: haro link building location: - highlights: learn skills on top of your copywriting experience that will boost your income, a perfect role for those who have a highly creative mindset and love a challenge, you'll be writing journalist-style articles and pitching them to journalists contents: haro link building (part of cupid pr) is recruiting an experienced copywriter that we can train up to become a digital pr executive. what is digital pr? digital pr is a strategy used by brands to create newsworthy stories that they pitch to journalists. the journalist may decide to write about their pitch, and in return, they would credit the brand with a backlink to their website. these backlinks help to rank the brands higher on google and increase their sales. what does a digital pr executive do? a digital pr executive will be given clients in a variety of niches (dentists, dermatologists, travel websites, etc). they'll then ghostwrite articles and pitch them to journalists. your day-to-day responsibilities will be: analysing previous news articles for your given niche to see what journalists like to report on, keeping track of the news for any interesting topics we can react to (for example, if you have a roofing client and there is a storm coming, you can write an article about how to prepare your roof for the storm and send it to journalists), coming up with ideas that are interesting and newsworthy, ghostwriting these articles on behalf of the brand you're representing, building a media list of relevant journalists to pitch your articles to, setting up email outreach campaigns to send the pitches to the journalists, responding to any replies from journalists, keeping track of backlinks generated for the campaign by recording them on a google sheet, providing a weekly report to your manager that they can share with the client. the type of person we're looking for: you read, write and speak english fluently, you have a highly creative mindset that can come up with interesting stories that journalists would love, you want to learn and love a challenge, you're organised and good at reporting. the role: 33k-40k php per month, salary paid weekly upon submission of timesheets and weekly report, 15 days per year paid time off, you'll need your own laptop, we'll provide all the software required for the role, this is a full-time role, you'll be expected to work between 12:00pm - 8.00pm (gmt+8) monday - friday.. *please note that this is a gross salary and that you are responsible for any tax-related procedures in your country of residence. we kindly ask you to apply only if you are happy to work remotely as an independent contractor. the application process: the hiring process for this position will include the following steps: submitting your cv and a high-quality cover letter explaining why you think you'd be a great fit for this role., if shortlisted, completing test tasks., attending video interviews to discuss your previous experience and the new role in more detail.. to ensure your application is considered, take the time to carefully read the job description and submit a high-quality application without the use of ai (we will check for ai). more about what we do:",remote
80336288,"job title: open to newly grad and no exp | insurance agent wfh, part-time hiring abstract: no need to resign. you may do this alongside your existing work. employer: jona emmanuelle torres insurance services inc. location: - highlights: contents: position: part-time / full-time / work-from-home / freelance financial advisor convert your free time on the weekends into a side hustle! (any 4 year course college graduate can apply) what's in it for you? unlimited income potential with high commissions, weekly payouts, flexible working hours to suit your lifestyle, remote workâ€”enjoy a work-from-home setup, monthly cash incentives for top performers, quarterly bonuses for reaching key milestones, recognition and awards for your achievements, local and international travel incentives (with family!), comprehensive health, insurance, and employee savings fund, cash rewards for outstanding performance, freedom to work from anywhere.",remote
80252051,"job title: internal insurance broker abstract: well-established family owned insurance brokerage looking for a further experienced broker assistant/internal broker to join our team. employer: west insurance brokers pty ltd location: rockhampton highlights: contents: we are currently looking to recruit an additional team member to join our growing insurance brokerage. west insurance brokers is a well-established local brokerage with strong national partnerships. this is a great opportunity to work within a locally owned and operated business, a family company that is well respected within the community and broking industry alike. our team currently works from home throughout queensland, so location isnâ€™t an issue for the right person. our primary focus is to recruit on your attributes. we are looking for someone who is enthusiastic, positive and ready to be part of a passionate, fun and energetic team. about the role you will be working alongside senior brokers to: assist with the servicing of an established portfolio., process renewals, endorsements, new business, certificates of currency & the like., establish and maintain effective relationships with clients, underwriters, and other key stakeholders., contribute to the development of new business. about you the ideal candidate will have: general insurance broking experience, tier 2 & tier 1 broking qualification , exceptional organisational and communication skills., a strong work ethic., the ability to be flexible and work effectively within a team and individually with minimal supervision., proficient in ms word, excel and outlook.. benefits of working with west insurance brokers supportive team environment offering excellent work-life balance., ongoing training, industry events & functions provided., well established, growing business with a diverse clientele.. if you are currently an experienced broker assistant wanting to take the next step in your career, this position may be right for you as we can tailor the job to assist you to grow into an internal broker role. if you are interested in joining our team, please submit your cv and confidential cover letter explaining how you would be right for this role. email: please note, only successful candidates will be contacted.",remote
